id,Protein names,Gene names,STY_30m_med,STY_4h_med
2201,Tetraspanin-13,TSPAN13,1.07607,1.0096075
2202,"3(2),5-bisphosphate nucleotidase 1",BPNT1,0.9613825,1.0458349999999998
2205,Thioredoxin domain-containing protein 12,TXNDC12,0.9516875,0.9775849999999999
2207,Protein SGT1,ECD,1.162215,1.00549
2208,Methyl-CpG-binding domain protein 3,MBD3,1.02572,1.0272
2209,Diphosphoinositol polyphosphate phosphohydrolase 1,NUDT3,0.927845,NA
2210,Securin-2;Securin,PTTG2;PTTG1,1.448075,1.1702
2211,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,0.9720975000000001,1.0006775
2212,Cleft lip and palate transmembrane protein 1,CLPTM1,1.00977,0.96589
2213,Molybdopterin synthase catalytic subunit,MOCS2,1.1317,1.02167
2214,Mitochondrial import receptor subunit TOM40 homolog,TOMM40,0.945515,1.015765
2215,Peroxisomal membrane protein 11B,PEX11B,1.05295,1.07032
2216,Serine/threonine-protein kinase PAK 4,PAK4,1.91251,NA
2217,Actin-like protein 6A,ACTL6A,1.063895,1.0129299999999999
2218,Molybdopterin synthase sulfur carrier subunit,MOCS2,1.0145575,0.966565
2219,Cytochrome b,MT-CYB,1.0651674999999998,1.071275
2220,Cytochrome b5,CYB5A,0.9547450000000001,1.014575
2221,L-lactate dehydrogenase A chain,LDHA,0.9343475,1.0734750000000002
2222,"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2,1.13945,0.9838325
2223,Dihydrofolate reductase,DHFR,0.917735,0.8186175
2224,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3,1.1875,0.9872650000000001
2225,"Glutathione reductase, mitochondrial",GSR,0.9849225,0.99141
2226,Cytochrome c oxidase subunit 2,MT-CO2,1.0148875,1.03899
2227,Superoxide dismutase [Cu-Zn],SOD1,1.0496525,1.01411
2228,Purine nucleoside phosphorylase,PNP,1.02625,0.9852624999999999
2229,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,1.029275,0.95818
2230,"Aspartate aminotransferase, mitochondrial",GOT2,1.03472,0.98403
2231,Epidermal growth factor receptor;Receptor protein-tyrosine kinase,EGFR,1.1216249999999999,0.92973
2232,Phosphoglycerate kinase 1,PGK1,0.9814075,1.0279925
2233,Adenylate kinase isoenzyme 1,AK1,1.0676999999999999,0.9358500000000001
2235,Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B,PLAT,1.5385499999999999,0.9590049999999999
2236,ATP synthase subunit a,MT-ATP6,1.004495,1.11595
2237,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,SERPINA3,0.77252,1.1527250000000002
2238,Alpha-2-macroglobulin,A2M,0.7154575000000001,0.95097
2239,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,0.8485125,0.33509449999999996
2240,Metalloproteinase inhibitor 1,TIMP1,1.5116,1.141275
2241,Cystatin-C,CST3,1.31845,1.088425
2242,"Cystatin-A;Cystatin-A, N-terminally processed",CSTA,1.14126,0.44228500000000004
2243,GTPase NRas,NRAS,1.0029425,1.1207500000000001
2244,"GTPase HRas;GTPase HRas, N-terminally processed",HRAS,1.1876,1.069
2248,Collagen alpha-1(IV) chain;Arresten,COL4A1,1.0554999999999999,NA
2249,Prelamin-A/C;Lamin-A/C,LMNA,1.115325,1.138675
2250,Prelamin-A/C;Lamin-A/C,LMNA,1.1991,1.164025
2251,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,0.8244400000000001,0.484815
2254,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,1.0001075,0.98958
2255,Ferritin light chain;Ferritin,FTL,1.1197,1.005095
2256,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed;Ferritin",FTH1,1.021545,1.034705
2260,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,0.966425,1.0114825
2261,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,1.0496475,1.149365
2263,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,1.1172,NA
2264,Catalase,CAT,1.0056025,1.1142750000000001
2265,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA,0.9660225,1.0247000000000002
2266,Cystatin-B,CSTB,1.1230250000000002,1.00706
2267,Annexin A1;Annexin,ANXA1,0.8486400000000001,1.072075
2269,"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT,1.055525,1.0262025000000001
2270,"Thymidine kinase, cytosolic",TK1,1.0141775000000002,1.068925
2271,HLA class II histocompatibility antigen gamma chain,CD74,1.08345,1.1599249999999999
2273,Protein S100-B,S100B,1.1771250000000002,1.10955
2276,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,1.0869499999999999,1.01841
2277,Argininosuccinate lyase,ASL,0.9286875,0.99261
2278,Heat shock protein beta-1,HSPB1,0.6878875,1.0367000000000002
2279,Thymidylate synthase,TYMS,0.9151425,0.9854399999999999
2280,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,1.0228000000000002,0.9684425
2281,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,1.088,0.98424
2282,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,1.177,1.09755
2284,Anion exchange protein 2;Anion exchange protein,SLC4A2,1.03635,1.0236275
2285,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,0.97338,0.9998975
2286,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,0.9552425,1.1067749999999998
2288,Integrin beta-3;Integrin beta,ITGB3,1.1222249999999998,1.04435
2289,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8,0.18621,0.259205
2290,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,1.0229,1.0435750000000001
2292,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,1.045575,1.0264799999999998
2293,Non-histone chromosomal protein HMG-17;High mobility group nucleosome-binding domain-containing protein 3,HMGN2;HMGN3,1.2929249999999999,1.1708375
2295,Intercellular adhesion molecule 1,ICAM1,0.7897099999999999,1.2001
2296,60S acidic ribosomal protein P1,RPLP1,1.1333000000000002,1.02184
2297,60S acidic ribosomal protein P2,RPLP2,0.950885,1.02935
2298,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,1.03193,1.01691
2299,DNA-directed RNA polymerase III subunit RPC4,POLR3D,1.038705,1.1548500000000002
2300,Lupus La protein,SSB,0.9736075,1.032025
2301,Integrin beta-1,ITGB1,1.032695,0.997895
2302,"Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3",MYL1;MYL3,1.064475,0.894925
2303,Uroporphyrinogen decarboxylase,UROD,0.8961675,0.9121425000000001
2306,Gelsolin,GSN,0.9333,0.8966025
2307,Retinoblastoma-associated protein,RB1,0.95585,0.9925925000000001
2308,Cyclin-dependent kinase 1,CDK1;CDC2,0.994775,1.004485
2309,"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta",ATP5B,0.976975,0.986405
2310,Protein S100-A9,S100A9,0.44364,0.44483
2311,Protein S100;Protein S100-A6,S100A6,1.249025,0.974635
2312,Eukaryotic translation initiation factor 4E,EIF4E,1.0649250000000001,0.995925
2313,Alpha-enolase,ENO1,1.0608,1.0276
2314,"Glycogen phosphorylase, liver form;Alpha-1,4 glucan phosphorylase",PYGL,1.006615,0.98595
2315,Glucose-6-phosphate isomerase,GPI,0.960275,1.023075
2316,Nucleophosmin,NPM1,1.0842749999999999,1.0950000000000002
2317,,TPM3;DKFZp686J1372,1.0418075,1.0217925
2319,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,1.0335750000000001,1.0499175
2321,Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB,0.9795225,1.0144000000000002
2322,Glia-derived nexin,SERPINE2,1.227525,1.8668
2323,Glia-derived nexin,SERPINE2,0.9969825,1.0399375
2324,Epoxide hydrolase 1,EPHX1,1.1235249999999999,1.0411925
2325,Acyl-CoA-binding protein,DBI,0.8985050000000001,1.03135
2326,L-lactate dehydrogenase B chain;L-lactate dehydrogenase,LDHB,0.93183,1.00183
2327,Neurofilament light polypeptide,NEFL,1.232175,0.990785
2328,Protein disulfide-isomerase,P4HB,1.0514000000000001,1.0191249999999998
2329,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,0.9684725,0.9532324999999999
2330,Annexin A2;Annexin;Putative annexin A2-like protein,ANXA2;ANXA2P2,1.545475,1.054665
2331,Calpain-1 catalytic subunit,CAPN1,1.06,0.9844525000000001
2332,Tubulin beta chain,TUBB,0.9741249999999999,1.0229249999999999
2333,Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB,1.0621,1.0232375
2334,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL,1.2373750000000001,1.0451825000000001
2335,Profilin-1,PFN1,1.00962,1.0443500000000001
2336,Bisphosphoglycerate mutase,BPGM,1.127685,NA
2337,Adenine phosphoribosyltransferase,APRT,0.9768725,0.9671825000000001
2338,Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,EPRS,0.981295,0.990645
2339,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,1.187925,0.9387099999999999
2340,Heat shock protein HSP 90-alpha,HSP90AA1,0.9655425,1.03105
2342,"Cytochrome b-c1 complex subunit 6, mitochondrial",UQCRH,1.0017375,1.007305
2345,"Fumarate hydratase, mitochondrial",FH,0.954005,0.9886275
2346,Thrombospondin-1,THBS1,0.88534,0.61362
2347,Annexin A6;Annexin,ANXA6,0.8874875,1.1336
2348,Rho-related GTP-binding protein RhoC,RHOC,1.08865,1.0438999999999998
2350,4F2 cell-surface antigen heavy chain,SLC3A2,0.850635,1.0132975
2352,"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,0.9667275,0.966245
2353,Heat shock protein HSP 90-beta,HSP90AB1,0.9269674999999999,1.0142000000000002
2354,Signal recognition particle receptor subunit alpha,SRPR,0.9911424999999999,0.9930950000000001
2355,Asparagine synthetase [glutamine-hydrolyzing],ASNS,1.0553,1.0296725000000002
2356,Extracellular superoxide dismutase [Cu-Zn],SOD3,1.294575,1.147675
2357,Porphobilinogen deaminase,HMBS,0.879075,0.9905525
2358,Matrix Gla protein,MGP,0.766615,1.02013
2359,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PDHA1,1.0499325,0.943055
2360,Collagen alpha-2(IV) chain;Canstatin,COL4A2,1.123325,0.95895
2361,"Cytochrome c1, heme protein, mitochondrial",CYC1,0.9978499999999999,1.016225
2362,U2 small nuclear ribonucleoprotein B,SNRPB2,1.160725,1.02123
2364,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70,0.95885,0.94377
2365,Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain,ITGA5,0.94452,1.0664500000000001
2366,Nuclear factor 1 C-type,NFIC,0.952475,NA
2367,Vimentin,VIM,1.074125,1.0386000000000002
2368,40S ribosomal protein S17,RPS17,0.9733775,1.01317
2369,Guanine nucleotide-binding protein G(k) subunit alpha,GNAI3,0.9715024999999999,0.999155
2370,Annexin A5;Annexin,ANXA5,1.102725,1.0430725
2371,U1 small nuclear ribonucleoprotein A,SNRPA,0.9454899999999999,0.96932
2372,Gamma-enolase;Enolase,ENO2,0.8959125,0.9609375
2373,Glutathione S-transferase P,GSTP1,0.9433625,1.00481
2374,Galectin-1,LGALS1,1.251325,1.098825
2375,Dihydropteridine reductase,QDPR,0.86726,1.05165
2376,High mobility group protein B1,HMGB1,0.9337725,1.0511249999999999
2377,Guanine nucleotide-binding protein G(o) subunit alpha,GNAO1,0.799875,NA
2378,SPARC,SPARC,0.9049875000000001,1.10035
2379,Glutathione S-transferase Mu 1;Glutathione S-transferase Mu 4,GSTM1;GSTM4,0.983235,1.011375
2381,Clathrin light chain A,CLTA,1.0744500000000001,1.1285500000000002
2382,Clathrin light chain B,CLTB,0.99057,1.0175899999999998
2383,Annexin A4;Annexin,ANXA4,1.18865,0.748035
2384,"2,3-cyclic-nucleotide 3-phosphodiesterase",CNP,0.9947349999999999,1.01213
2385,Heme oxygenase 1,HMOX1,0.9337875,1.2689675
2386,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase",DLD,1.003515,1.0223499999999999
2387,U2 small nuclear ribonucleoprotein A,SNRPA1,0.95989,1.0158800000000001
2388,Cytochrome c oxidase subunit 6C,COX6C,0.9166675,1.011785
2389,Poly [ADP-ribose] polymerase 1,PARP1,1.0575999999999999,1.129275
2390,Leukotriene A-4 hydrolase,LTA4H,0.9503425,0.9640875
2391,Fructose-bisphosphate aldolase C;Fructose-bisphosphate aldolase,ALDOC,0.8581225,0.9992449999999999
2392,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial",CISD3,1.0366325,0.9336599999999999
2393,Trafficking protein particle complex subunit 2B;Trafficking protein particle complex subunit 2,TRAPPC2B;TRAPPC2,1.1008,1.0423
2396,Cancer/testis antigen family 45 member A3;Cancer/testis antigen family 45 member A1;Cancer/testis antigen family 45 member A2;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A8,CT45A3;CT45A1;CT45A2;CT45A9;CT45A8,0.9517774999999999,0.9663949999999999
2397,Splicing factor U2AF 35 kDa subunit,U2AF1,1.027225,0.9864
2398,Cystathionine beta-synthase,CBS,1.1917200000000001,1.1658750000000002
2399,"Adrenodoxin, mitochondrial",FDX1,0.9432525,1.0092349999999999
2400,60 kDa SS-A/Ro ribonucleoprotein,TROVE2,1.037425,1.005465
2401,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,0.8671975,0.9558450000000001
2402,Ras-related protein R-Ras,RRAS,1.0965875,1.0260825
2403,Serine/threonine-protein kinase A-Raf,ARAF,1.3295725,0.9357399999999999
2404,Histone H1.4,HIST1H1E,0.959125,1.03585
2405,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,0.9261625,0.969615
2406,Receptor-type tyrosine-protein phosphatase F,PTPRF,0.8835950000000001,NA
2407,Thioredoxin,TXN,1.1076,0.96952
2408,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,0.9090625000000001,1.0025724999999999
2409,Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,CTSA,1.044815,0.9671125
2410,Microsomal glutathione S-transferase 1,MGST1,1.04963,NA
2411,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A,0.8519425,0.9652925
2412,S-formylglutathione hydrolase,ESD,0.983365,1.0100075
2413,"60 kDa heat shock protein, mitochondrial",HSPD1,0.98243,0.996765
2414,Hyaluronan and proteoglycan link protein 1,HAPLN1,0.894025,1.005555
2415,78 kDa glucose-regulated protein,HSPA5,0.9642474999999999,1.015625
2416,Laminin subunit gamma-1,LAMC1,0.9514075,1.05195
2417,Heat shock cognate 71 kDa protein,HSPA8,1.0133874999999999,0.9957499999999999
2418,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,0.9378774999999999,1.098925
2419,Protein 4.1,EPB41,1.03649,NA
2420,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,1.03924,0.9653875000000001
2421,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,0.9891000000000001,0.9855825
2422,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",DBT,1.105195,1.062135
2423,"Glycogen phosphorylase, brain form",PYGB,1.13815,1.008475
2425,Ras-related protein Ral-A,RALA,0.889375,0.9440525
2426,Ras-related protein Ral-B,RALB,0.9831099999999999,0.9992275
2428,Lysosome-associated membrane glycoprotein 1,LAMP1,1.1186500000000001,0.97478
2429,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,1.0281425,0.9811025
2430,DNA topoisomerase 1,TOP1,1.1709,1.0558725
2431,DNA topoisomerase 2-alpha,TOP2A,1.126045,1.18818
2432,Glucose-6-phosphate 1-dehydrogenase,G6PD,1.0336249999999998,1.0309
2433,Ubiquitin-like protein 4A,UBL4A,0.9492875,0.9770975
2434,"Pyruvate carboxylase, mitochondrial",PC,0.9411725,0.9952575
2435,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,0.97864,0.979265
2436,Cation-independent mannose-6-phosphate receptor,IGF2R,0.9467825,0.9440125
2437,Alcohol dehydrogenase class-3,ADH5,0.9767375,1.0042274999999998
2438,Cyclin-dependent kinase 4,CDK4,1.210075,0.909895
2439,Ribose-phosphate pyrophosphokinase 2,PRPS2,0.94407,1.0167000000000002
2440,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,0.9363250000000001,0.96018
2441,Proliferating cell nuclear antigen,PCNA,1.0052050000000001,0.9922599999999999
2442,"Histidine--tRNA ligase, cytoplasmic",HARS,0.999995,0.9755024999999999
2443,Collagen alpha-2(VI) chain,COL6A2,1.312675,1.074605
2444,ADP/ATP translocase 1,SLC25A4,1.15705,1.0431374999999998
2445,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,1.11835,1.0269249999999999
2446,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,0.8987850000000001,0.9769425
2447,Nucleoprotein TPR,TPR,0.8618275,1.001275
2448,Retinaldehyde-binding protein 1,RLBP1,1.61585,NA
2449,Creatine kinase B-type,CKB,1.116425,0.9145224999999999
2450,"Creatine kinase U-type, mitochondrial",CKMT1A,1.162,0.9333
2451,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",BCKDHA,1.14295,NA
2452,Alpha-actinin-1,ACTN1,1.014525,1.04894
2453,Proto-oncogene tyrosine-protein kinase Src,SRC,1.0403175,1.09158
2454,Xaa-Pro dipeptidase,PEPD,0.96729,0.9460675000000001
2455,X-ray repair cross-complementing protein 6,XRCC6,1.0161775,1.02595
2456,X-ray repair cross-complementing protein 5,XRCC5,1.035075,1.03627
2457,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,0.9877674999999999,1.06575
2458,Lysosome-associated membrane glycoprotein 2,LAMP2,1.057375,0.969785
2459,Ribonuclease inhibitor,RNH1,1.01715,0.9767575
2460,Cytochrome b-245 light chain,CYBA,1.131375,1.343975
2461,Integrin alpha-4,ITGA4,0.8682650000000001,0.97454
2462,Elongation factor 2,EEF2,0.9346175000000001,1.00482
2463,Protein disulfide-isomerase A4,PDIA4,0.982845,1.0001375000000001
2464,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,0.98740000000000006,1.0138075
2465,Tartrate-resistant acid phosphatase type 5,ACP5,1.1511,NA
2466,Delta-aminolevulinic acid dehydratase,ALAD,1.2205,NA
2467,"HLA class II histocompatibility antigen, DRB1-4 beta chain",HLA-DRB1,1.56275,1.0591949999999999
2468,"HLA class II histocompatibility antigen, DRB1-7 beta chain;HLA class II histocompatibility antigen, DRB1-9 beta chain;HLA class II histocompatibility antigen, DR beta 3 chain",HLA-DRB1;HLA-DRB3,1.465225,1.1265999999999998
2469,Plastin-2,LCP1,1.2309,1.0187374999999999
2470,Plastin-3,PLS3,1.0045,0.9087425
2471,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,1.0388249999999999,1.0013125
2472,"Glycogen [starch] synthase, muscle",GYS1,0.99366,0.934655
2473,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,1.102425,1.02363
2474,Beta-enolase,ENO3,1.2919,NA
2476,General transcription factor IIF subunit 2,GTF2F2,0.917915,1.011105
2477,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,0.9883925,0.97427
2478,Macrophage migration inhibitory factor,MIF,0.971965,1.006265
2479,Farnesyl pyrophosphate synthase,FDPS,0.843845,1.078375
2481,Alcohol dehydrogenase [NADP(+)],AKR1A1,0.7773075,1.04414
2482,Pyruvate kinase PKM;Pyruvate kinase,PKM,1.018345,1.02026
2483,Pyruvate kinase PKM;Pyruvate kinase,PKM,1.101275,0.9715449999999999
2484,Acylphosphatase-2,ACYP2,1.1254499999999998,NA
2485,Endoplasmin,HSP90B1,1.03585,1.01553
2486,G2/mitotic-specific cyclin-B1,CCNB1,1.044715,1.10475
2487,Myosin light chain 6B,MYL6B,1.0605,1.0230425
2488,Insulin-degrading enzyme,IDE,0.97821,0.9778225
2489,Cytochrome c oxidase subunit 6B1,COX6B1,1.0078749999999999,0.98595
2490,"POU domain, class 2, transcription factor 1;POU domain protein;POU domain, class 2, transcription factor 2;POU domain, class 2, transcription factor 3",POU2F1;POU2F3;POU2F2,2.2508,0.9339375000000001
2491,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,1.19065,1.102825
2492,"Aspartate--tRNA ligase, cytoplasmic",DARS,0.9432575,1.01715
2493,Cytochrome b-c1 complex subunit 7,UQCRB,0.9915775,1.0539
2495,Aldose reductase,AKR1B1,1.1205500000000002,1.058175
2496,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,0.9695825,0.991865
