id,Protein names,Gene names,PRO_30m_med,PRO_4h_med
2438,Cyclin-dependent kinase 4,CDK4,1.1766,0.89118
2439,Ribose-phosphate pyrophosphokinase 2,PRPS2,0.93231,1.0165
2440,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,0.92166,0.97246
2441,Proliferating cell nuclear antigen,PCNA,1.0004,0.9901
2442,"Histidine--tRNA ligase, cytoplasmic",HARS,0.99879,0.98185
2443,Collagen alpha-2(VI) chain,COL6A2,1.2689,1.0835
2444,ADP/ATP translocase 1,SLC25A4,1.1384,1.055
2445,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,1.113,1.0307
2446,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,0.8837,0.97615
2447,Nucleoprotein TPR,TPR,0.86421,0.99781
2449,Creatine kinase B-type,CKB,1.155,0.89489
2450,"Creatine kinase U-type, mitochondrial",CKMT1A,1.1985,0.92993
2452,Alpha-actinin-1,ACTN1,1.0076,1.0601
2453,Proto-oncogene tyrosine-protein kinase Src,SRC,0.98631,1.0464
2454,Xaa-Pro dipeptidase,PEPD,1.0008,0.94005
2455,X-ray repair cross-complementing protein 6,XRCC6,0.97543,1.0134
2456,X-ray repair cross-complementing protein 5,XRCC5,1.0533,1.0427
2457,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,0.98274,1.0628
2458,Lysosome-associated membrane glycoprotein 2,LAMP2,1.0381,0.9606
2459,Ribonuclease inhibitor,RNH1,1.0156,0.96443
2460,Cytochrome b-245 light chain,CYBA,1.142,1.0701
2461,Integrin alpha-4,ITGA4,0.85684,0.9693
2462,Elongation factor 2,EEF2,0.94016,1.0042
2463,Protein disulfide-isomerase A4,PDIA4,0.97443,0.99468
2464,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,1.0176,0.98783
2467,"HLA class II histocompatibility antigen, DRB1-4 beta chain",HLA-DRB1,1.3755,1.0825
2468,"HLA class II histocompatibility antigen, DRB1-7 beta chain;HLA class II histocompatibility antigen, DRB1-9 beta chain;HLA class II histocompatibility antigen, DR beta 3 chain",HLA-DRB1;HLA-DRB3,1.4196,1.1492
2469,Plastin-2,LCP1,1.1855,0.98596
2470,Plastin-3,PLS3,1.0287,0.90921
2471,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,1.0311,0.98484
2472,"Glycogen [starch] synthase, muscle",GYS1,0.96459,0.90244
2473,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,1.0871,1.0405
2476,General transcription factor IIF subunit 2,GTF2F2,0.87986,1.0589
2477,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,0.95366,0.99778
2478,Macrophage migration inhibitory factor,MIF,0.96982,1.0188
2479,Farnesyl pyrophosphate synthase,FDPS,0.84402,1.0596
2481,Alcohol dehydrogenase [NADP(+)],AKR1A1,0.79217,1.0125
2482,Pyruvate kinase PKM;Pyruvate kinase,PKM,1.0261,1.0198
2483,Pyruvate kinase PKM;Pyruvate kinase,PKM,1.1123,0.97215
2485,Endoplasmin,HSP90B1,1.0336,1.0157
2486,G2/mitotic-specific cyclin-B1,CCNB1,1.0172,1.1138
2487,Myosin light chain 6B,MYL6B,1.0591,1.0343
2488,Insulin-degrading enzyme,IDE,0.99738,0.98208
2489,Cytochrome c oxidase subunit 6B1,COX6B1,1.0076,1.0038
2490,"POU domain, class 2, transcription factor 1;POU domain protein;POU domain, class 2, transcription factor 2;POU domain, class 2, transcription factor 3",POU2F1;POU2F3;POU2F2,1.5265,0.90983
2491,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,1.2111,1.0613
2492,"Aspartate--tRNA ligase, cytoplasmic",DARS,0.93959,1.0075
2493,Cytochrome b-c1 complex subunit 7,UQCRB,0.98986,1.0604
2495,Aldose reductase,AKR1B1,1.1363,1.0297
2496,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,0.98961,1.0191
2497,Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase,UCHL3,1.1124,1.0565
2499,Nucleoside diphosphate kinase A,NME1,1.0464,1.0064
2501,NAD(P)H dehydrogenase [quinone] 1,NQO1,1.0261,1.1391
2502,40S ribosomal protein S2,RPS2,0.95575,0.99388
2504,Replication protein A 32 kDa subunit,RPA2,1.1852,1.0993
2506,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,0.88638,1.0654
2507,Carbonyl reductase [NADPH] 1,CBR1,0.99937,1.0039
2509,Cytoplasmic protein NCK1,NCK1,1.2499,1.0357
2510,Histone H1.5,HIST1H1B,1.0315,1.1922
2512,Histone H1.2,HIST1H1C,1.0349,1.0175
2513,NADPH--cytochrome P450 reductase,POR,0.93231,0.93706
2516,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,1.0106,1.0352
2517,Fumarylacetoacetase,FAH,0.90178,0.9677
2518,Stathmin,STMN1,0.92469,1.0248
2519,Y-box-binding protein 3,YBX3,0.92741,0.88703
2522,Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7,1.0039,1.035
2523,High mobility group protein HMG-I/HMG-Y,HMGA1,1.4994,0.88274
2524,High mobility group protein HMG-I/HMG-Y,HMGA1,1.3439,1.026
2525,"Transmembrane protein 11, mitochondrial",TMEM11,1.0331,1.0612
2526,"Aspartate aminotransferase, cytoplasmic",GOT1,1.0114,0.94639
2527,Protein kinase C alpha type,PRKCA,1.4425,3.0049
2529,Integrin alpha-2,ITGA2,1.0304,0.94462
2531,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUFB7,1.0215,1.0931
2532,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,0.94028,0.92491
2533,Calpain-2 catalytic subunit,CAPN2,1.1487,1.0208
2536,CTP synthase 1,CTPS1,0.96115,0.97
2537,Endoglin,ENG,1.0056,0.85446
2538,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,0.97918,1.0775
2539,Galectin-3;Galectin,LGALS3,0.95481,1.0283
2541,T-complex protein 1 subunit alpha,TCP1,0.98833,1.0284
2542,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,1.1591,0.97412
2543,60S ribosomal protein L35a,RPL35A,1.0095,1.0357
2544,Integrin beta-5;Integrin beta,ITGB5,1.0292,0.88938
2545,ADP-ribosylation factor 4,ARF4,1.0524,0.98801
2546,60S ribosomal protein L7,RPL7,0.97975,1.0191
2547,Vinculin,VCL,0.85872,0.95714
2549,Protein SON,SON,1.0784,1.2312
2550,Negative elongation factor E,NELFE,1.3134,1.6018
2551,Phosphoglycerate mutase 1,PGAM1,1.0255,1.0166
2552,Regulator of chromosome condensation,RCC1,1.0622,1.0596
2554,"ATP synthase-coupling factor 6, mitochondrial",ATP5J,1.3626,1.4757
2555,Cadherin-2,CDH2,0.88759,0.9798
2557,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1,0.93258,1.0252
2558,Nucleolin,NCL,0.96323,1.025
2559,Hexokinase-1,HK1,1.0511,1.0206
2560,DNA-directed RNA polymerase II subunit RPB3,POLR2C,1.0288,1.1974
2561,TFIIH basal transcription factor complex helicase XPB subunit,ERCC3,0.98366,1.1668
2562,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,1.0808,1.0608
2563,Spermidine synthase,SRM,0.89818,1.0308
2565,Casein kinase II subunit alpha,CSNK2A2,0.9879,0.97078
2566,Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit,NFKB1,1.0996,0.9201
2567,Plasma membrane calcium-transporting ATPase 1;Calcium-transporting ATPase,ATP2B1,1.04,0.95935
2568,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,1.0982,1.0424
2569,Annexin A7,ANXA7,1.3018,0.97575
2572,Transcription factor BTF3,BTF3,0.99825,0.98521
2573,Ras-related protein Rab-3A,RAB3A,0.91385,1.0291
2574,Ras-related protein Rab-4A,RAB4A,1.0628,1.027
2575,Ras-related protein Rab-5A,RAB5A,1.0634,1.0068
2577,Ras-related protein Rab-6A,RAB6A,1.0632,1.0099
2578,DNA mismatch repair protein Msh3,MSH3,1.0926,0.98512
2579,Proteasome subunit beta type-1,PSMB1,1.0334,1.0079
2580,Cation-dependent mannose-6-phosphate receptor,M6PR,1.0488,0.9416
2581,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,0.99297,1.0532
2582,Lamin-B1,LMNB1,0.99369,1.0823
2583,Calpastatin,CAST,1.3287,1.0508
2584,Inosine-5-monophosphate dehydrogenase 1;Inosine-5-monophosphate dehydrogenase,IMPDH1,0.87269,0.95779
2586,Parathymosin,PTMS,0.97641,1.0244
2587,Glutathione S-transferase Mu 3,GSTM3,0.71306,1.0883
2588,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,0.97716,0.99331
2589,V-type proton ATPase subunit C 1,ATP6V1C1,0.92569,0.93417
2590,Cysteine and glycine-rich protein 1,CSRP1,1.1239,1.0775
2592,Neurofibromin;Neurofibromin truncated,NF1,0.89148,1.0062
2593,Cytoplasmic aconitate hydratase,ACO1,1.1043,0.98347
2594,Voltage-dependent anion-selective channel protein 1,VDAC1,1.0478,1.0549
2595,Receptor tyrosine-protein kinase erbB-3,ERBB3,0.96673,1.0393
2596,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,0.89544,0.96857
2597,Catechol O-methyltransferase,COMT,0.9603,1.0272
2598,Protein-glutamine gamma-glutamyltransferase 2,TGM2,1.0638,1.2385
2599,"Methylmalonyl-CoA mutase, mitochondrial",MUT,0.91022,1.0152
2600,Oxysterol-binding protein 1,OSBP,0.9656,1.025
2601,rRNA 2-O-methyltransferase fibrillarin,FBL,0.84623,1.0266
2602,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,0.95626,1.0306
2603,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,0.93037,1.0112
2604,Non-specific lipid-transfer protein,SCP2,1.0668,1.0414
2605,Ubiquitin-like modifier-activating enzyme 1,UBA1,1.0513,0.99428
2607,Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B,NME1-NME2;NME2;NME1,1.0227,1.0015
2610,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,1.0458,0.90867
2611,cAMP-dependent protein kinase catalytic subunit gamma,PRKACG,0.98759,0.88459
2612,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,1.0399,1.0265
2614,Calretinin,CALB2,1.4361,0.88814
2616,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,1.0076,1.035
2617,"Ferrochelatase, mitochondrial",FECH,1.2644,1.1686
2618,Transcription elongation factor A protein 1,TCEA1,0.91521,1.0506
2619,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6,ITGA6,1.0353,0.91544
2620,"Splicing factor, proline- and glutamine-rich",SFPQ,1.1796,1.1468
2621,Tubulin gamma-1 chain;Tubulin gamma-2 chain,TUBG1;TUBG2,0.99219,0.98537
2622,Peptidyl-prolyl cis-trans isomerase B,PPIB,1.0669,0.97936
2623,Protein S100-A1;Protein S100,S100A1,1.1076,0.93988
2624,"NAD-dependent malic enzyme, mitochondrial",ME2,0.98402,0.97175
2625,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,1.0636,1.0537
2626,40S ribosomal protein S3,RPS3,0.99566,1.0253
2627,"Glycine cleavage system H protein, mitochondrial",GCSH,1.2538,1.0948
2632,Adenosylhomocysteinase,AHCY,0.96675,0.95966
2633,Cofilin-1,CFL1,1.0198,1.0213
2634,Plasma membrane calcium-transporting ATPase 4,ATP2B4,0.99644,1.0295
2635,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2,1.2949,1.0762
2636,Thymidylate kinase,DTYMK,1.0539,1.0021
2637,Ribonucleoside-diphosphate reductase large subunit,RRM1,0.87192,0.97326
2638,G1/S-specific cyclin-D1,CCND1,1.3324,0.78895
2641,Elongation factor 1-beta,EEF1B2,0.95081,0.98804
2642,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,1.024,1.0298
2643,Low molecular weight phosphotyrosine protein phosphatase,ACP1,0.94051,1
2644,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,0.99973,1.0103
2645,Tenascin,TNC,1.0499,0.89687
2647,Beta-adrenergic receptor kinase 1,ADRBK1,0.99646,0.94139
2648,DNA replication licensing factor MCM3,MCM3,0.99317,0.99201
2649,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,1.0567,0.94979
2650,40S ribosomal protein S12,RPS12,1.0642,1.0528
2651,Tumor necrosis factor receptor superfamily member 6,FAS,1.2686,0.93785
2652,DnaJ homolog subfamily B member 1,DNAJB1,0.90256,0.99808
2653,"ATP synthase subunit alpha, mitochondrial",ATP5A1,0.98227,0.99238
2654,Proteasome subunit alpha type-1,PSMA1,0.99728000000000006,1.0161
2655,Proteasome subunit alpha type-3,PSMA3,1.031,0.98852
2656,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,1.0064,1.0112
2658,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,0.92758,1.0216
2660,Moesin,MSN,1.0179,1.0414
2661,Probable ATP-dependent RNA helicase DDX6,DDX6,1.0119,1.0167
2662,Catenin alpha-2,CTNNA2,1.0313,1.076
2663,DNA (cytosine-5)-methyltransferase 1,DNMT1,0.97248,1.0032
2664,Splicing factor U2AF 65 kDa subunit,U2AF2,1.02,0.98968
2665,60S ribosomal protein L13,RPL13,0.98237,1.0259
2666,Rab proteins geranylgeranyltransferase component A 2,CHML,0.80788,1.1242
2667,Protein S100-A4,S100A4,0.71703,1.0056
2668,High mobility group protein B2,HMGB2,0.99823,1.0364
2669,Polypyrimidine tract-binding protein 1,PTBP1,1.0711,1.0175
2670,"Threonine--tRNA ligase, cytoplasmic",TARS,0.98877,0.9946
2671,Valine--tRNA ligase,VARS,0.84389,0.9795
2672,Elongation factor 1-gamma,EEF1G,0.98801,0.9962
2673,Peptidyl-prolyl cis-trans isomerase FKBP2;Peptidyl-prolyl cis-trans isomerase,FKBP2,1.2432,1.0486
2674,Erythrocyte band 7 integral membrane protein,STOM,0.98202,1.0656
2675,"Adenylate kinase 4, mitochondrial",AK4,0.99444,0.98171
2676,14-3-3 protein theta,YWHAQ,1.0703,1.0195
2677,Mitogen-activated protein kinase 3;Mitogen-activated protein kinase,MAPK3,0.92437,1.0131
2678,V-type proton ATPase 16 kDa proteolipid subunit,ATP6V0C,1.0932,1.0139
2680,60S ribosomal protein L10,RPL10,0.99959,0.98318
2681,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,1.1523,1.0339
2682,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,1.009,1.0123
2684,Deoxycytidine kinase,DCK,0.874,0.95787
2685,Calreticulin,CALR,1.0422,0.98611
2687,Calnexin,CANX,1.0162,1.0012
2689,Proteasome subunit beta type;Proteasome subunit beta type-8,PSM8;PSMB8,0.89676,1.0199
2690,Proteasome subunit alpha type-5,PSMA5,0.97998,1.0184
2691,Proteasome subunit beta type-4,PSMB4,1.0531,1.0758
2692,Proteasome subunit beta type-6;Proteasome subunit beta type,PSMB6,1.0328,1.0048
2693,Proteasome subunit beta type-5,PSMB5,1.0511,0.99067
2694,ATP-binding cassette sub-family D member 3,ABCD3,1.0843,1.0367
2695,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,0.97339,1.0077
2697,Mitogen-activated protein kinase 1,MAPK1,1.0075,1.0031
2699,Cytosol aminopeptidase,LAP3,1.004,0.97656
2701,General transcription factor IIE subunit 1,GTF2E1,1.0828,0.8734
2702,Transcription initiation factor IIE subunit beta,GTF2E2,1.0998000000000001,1.1317
2703,Tripeptidyl-peptidase 2,TPP2,0.99208,0.97679
2704,Inositol monophosphatase 1,IMPA1,0.96545,1.0334
2705,Ephrin type-A receptor 2,EPHA2,1.112,0.93816
2706,SHC-transforming protein 1,SHC1,1.0687,0.99654
2707,DNA-3-methyladenine glycosylase,MPG,1.2125,1.0896
2709,Transketolase,TKT,0.9338,1.0312
2710,Protein PML,PML,1.1466,0.94847
2711,Elongation factor 1-delta,EEF1D,0.93622,1.0141
2712,Elongation factor 1-delta,EEF1D,0.8825,1.1141
2714,Guanine nucleotide-binding protein subunit alpha-11,GNA11,1.0258,1.0048
2715,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,1.3723,1.3665
2716,Endoplasmic reticulum resident protein 29,ERP29,1.163,0.97758
2717,Peroxiredoxin-6,PRDX6,1.006,0.98874
2718,Flavin reductase (NADPH),BLVRB,1.104,0.91121
2719,"Peroxiredoxin-5, mitochondrial",PRDX5,1.0836,0.9609
2720,D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein,DDT;DDTL,1.0939,1.0258
2721,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,1.0315,1.0008
2722,"ATP synthase subunit delta, mitochondrial",ATP5D,0.98673,1.0371
2723,60S ribosomal protein L12,RPL12,1.0403,1.0302
2724,"Enoyl-CoA hydratase, mitochondrial",ECHS1,1.0722,0.98669
2725,UMP-CMP kinase,CMPK1,0.97009,0.95526
2726,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,1.0969,0.97345
2727,Protein disulfide-isomerase A3,PDIA3,1.0163,0.99719
2728,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,0.96925,0.98302
2729,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PPP2R1B,1.1662,1.2286
2730,Cell division cycle protein 27 homolog,CDC27,1.1544,1.3057
2732,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,1.0339,1.0136
2733,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,1.0897,1.0542
2736,"HLA class I histocompatibility antigen, B-44 alpha chain;HLA class I histocompatibility antigen, B-47 alpha chain;HLA class I histocompatibility antigen, B-45 alpha chain;HLA class I histocompatibility antigen, B-27 alpha chain",HLA-B,1.0497,1.0711
2737,Heme oxygenase 2,HMOX2,1.1118,1.0037
2739,Adenylosuccinate synthetase isozyme 2,ADSS,1.0211,1.0132
2740,Alpha-2-macroglobulin receptor-associated protein,LRPAP1,0.9676,0.99737
2741,Adenylosuccinate lyase,ADSL,1.0306,0.97632
2742,CAP-Gly domain-containing linker protein 1,CLIP1,0.94365,1
2743,Leukocyte elastase inhibitor,SERPINB1,0.97668,1.0183
2744,High affinity cationic amino acid transporter 1,SLC7A1,0.89535,1.0673
2745,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,0.96773,0.91267
2746,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,0.8917,0.96529
2747,Rab GDP dissociation inhibitor alpha,GDI1,1.1506,0.95542
2749,S-adenosylmethionine synthase isoform type-2,MAT2A,0.92617,0.98949
2751,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,0.74848,0.97304
2752,Ribonucleoside-diphosphate reductase subunit M2,RRM2,0.99849,0.96309
2754,DnaJ homolog subfamily A member 1,DNAJA1,0.99802,0.97088
2756,RAC-beta serine/threonine-protein kinase,AKT2,0.84683,0.911
2757,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,0.96333,1.1109
2758,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,0.88878,1.0392
2759,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,1.045,0.96048
2760,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,1.0378,0.99547
2762,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,1.1602,0.99536
2763,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,1.1275,1.0344
2764,14-3-3 protein sigma,SFN,1.0241,1.0327
2765,Stress-induced-phosphoprotein 1,STIP1,0.96425,1.0117
2766,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,1.1707,1.0195
2767,Neural cell adhesion molecule L1,L1CAM,0.98753,0.89849
2768,Peroxiredoxin-2,PRDX2,0.9984,0.98224
2769,Deoxycytidylate deaminase,DCTD,1.0297,1.0115
2770,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,0.76893,1.0338
2771,Interferon-induced guanylate-binding protein 2,GBP2,0.8824,1.1381
2773,Cystathionine gamma-lyase,CTH,1.0369,1.0018
2774,60S ribosomal protein L9,RPL9,1.0228,1.0476
2775,CD70 antigen,CD70,1.1037,1.0156
2776,Kinesin-1 heavy chain,KIF5B,1.0108,0.98507
2777,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,0.85471,1.0077
2779,Multidrug resistance-associated protein 1,ABCC1,0.90122,0.97884
2782,ATP-binding cassette sub-family D member 1,ABCD1,1.1809,0.98789
2783,DNA replication licensing factor MCM4,MCM4,1.041,1.0159
2784,DNA replication licensing factor MCM5;DNA helicase,MCM5,0.99122,1.032
2785,DNA replication licensing factor MCM7,MCM7,0.9553,0.99548
2788,"Serine hydroxymethyltransferase, cytosolic",SHMT1,0.80511,0.9417
2789,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,0.84976,0.98404
2791,Heat shock 70 kDa protein 4,HSPA4,0.96722,1.0009
2792,Mannose-6-phosphate isomerase,MPI,0.96902,1.0309
2793,Catenin alpha-1,CTNNA1,0.99702,1.051
2794,Prohibitin,PHB,0.91994,1.016
2795,Radixin,RDX,0.97788,1.0085
2796,Replication protein A 14 kDa subunit,RPA3,1.0493,0.93739
2797,Replication factor C subunit 4,RFC4,0.96832,1.0183
2798,Replication factor C subunit 2,RFC2,0.95634,0.98767
2799,Replication factor C subunit 1,RFC1,1.1206,1.1804
2800,60S ribosomal protein L22,RPL22,1.0045,1.0637
2801,General transcription factor IIF subunit 1,GTF2F1,1.1066,0.94443
2802,Sepiapterin reductase,SPR,1.1607,1.0506
2803,"Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase",AGL,0.88879,0.97198
2804,Myosin-9,MYH9,1.0239,1.0231
2805,Myosin-10,MYH10,0.93316,0.99858
2806,Coatomer subunit beta,COPB2,1.0534,1.0077
2808,Sterol O-acyltransferase 1,SOAT1,0.95975,1.0261
2810,Basigin,BSG,0.98902,0.94602
2811,Metalloproteinase inhibitor 3,TIMP3,1.3053,1.134
2812,Nuclear pore complex protein Nup214,NUP214,1.2785,1.1008
2813,Protein DEK,DEK,1.1212,1.0929
2815,Glutaredoxin-1,GLRX,1.1263,0.98875
2816,Protein phosphatase 1A,PPM1A,0.97146,1.0447
2817,Aryl hydrocarbon receptor,AHR,0.96235,1.0374
2819,26S protease regulatory subunit 7,PSMC2,0.96657,0.977
2820,ADP-ribosylation factor-like protein 2,ARL2;ARL2-SNX15,0.89994,0.92876
2821,ADP-ribosylation factor-like protein 3,ARL3,1.1667,1.1617
2823,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,1.0465,1.0047
2824,"ATP synthase subunit gamma, mitochondrial",ATP5C1,1.0552,1.0331
2825,V-type proton ATPase subunit E 1,ATP6V1E1,0.98019,0.94694
2826,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX,0.93956,1.0156
2827,60S ribosomal protein L4,RPL4,0.9543,0.98016
2828,"7,8-dihydro-8-oxoguanine triphosphatase",NUDT1,0.89731,1.1014
2829,Phosphoglucomutase-1,PGM1,1.1239,0.99414
2830,Guanine nucleotide-binding protein-like 1,GNL1,0.93976,1.0417
2831,DNA-directed RNA polymerase II subunit RPB9,POLR2I,1.0719,0.82661
2832,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,1.0377,1.0123
